site_id,site_name,directions_to_site,administrator_of_site,number_of_docks,number_of_restrooms,number_of_parking_lots,number_of_accessible_spaces,number_of_trailer_spaces,number_of_vehicle_spaces,parking_lot_surface,number_of_ramps,ramp_surface,site_longitude,site_latitude
WAS00628,Portage Lake Public Water Access Site,"5 mile west of Bena, off US Highway #2, on north shore of Portage Lake.",U.S. Forest Service,0,0,1,0,2,3,natural,1,concrete slab,-94.312315,47.348025
WAS00629,Town Line Lake Public Water Access Site,13 mi W of Remer on Hwy 200 then 1 mi N on Cnty Rd 8 on W shore.,DNR Division of Parks and Trails,1,0,1,0,4,0,gravel,1,concrete slab,-94.222898,47.069415
WAS00630,Long Lake Public Water Access Site,Co Rd 63 to Co Rd 17,Itasca County,0,0,1,0,2,0,natural,1,natural,-93.631727,47.225625
WAS00631,Long Prairie River WMA Public Water Access Site,"7 miles North of Browerville off Todd Co. Rd 79, west bank of Long Prairie River",DNR Division of Fish and Wildlife,0,0,1,0,0,8,natural,0,natural,-94.818487,46.150264
WAS00632,Little Eagle Lake Public Water Access Site,"Lind County Park, Armitage Ave, use Access for Eagle lake and folow trail to Litte Eagle Lake",DNR Division of Parks and Trails,0,0,1,0,2,0,natural,1,gravel,-93.906935,45.288033
WAS00633,"Sauk River, Melrose Dam Public Water Access Site","In the City of Melrose, above dam on Mill Pond Reservior, left bank.",City of Melrose,0,0,1,0,0,5,gravel,1,natural,-94.808419,45.676449
WAS00634,Lake Winona - west Public Water Access Site,Go west on W.Lake St off of Huff St. 3 blocks to parking lot.,City of Winona,1,0,1,0,10,20,asphalt,1,concrete slab,-91.65638,44.043518
WAS00635,"Lake Bronson State Park, East Campground Public Water Access Site",Follow road through park to east campground.  Ramp is on river.,DNR Division of Parks and Trails,0,1,1,0,3,5,natural,1,concrete slab,-96.601641,48.72427
WAS00636,"Mississippi River, 270th Street Public Water Access Site","From Bemidji, W on U.S. Hwy 2, S on Cty Hwy 2, then E on 270th St.",Hubbard County,0,0,1,0,0,2,natural,0,natural,-95.148025,47.399025
WAS00638,"Leech Lake, Stony Point Public Water Access Site","4.5 mi S of Walker on Hwy 371, 1.8  mi on Hwy 200, 4 mi N on Co Rd 13, 3 mi NE on USFS Rd 1797",U.S. Forest Service,1,1,1,0,16,0,asphalt,2,concrete slab,-94.455911,47.135131
WAS00639,Lizzie Lake River Public Water Access Site,From Pelican Rapids go 2 miles N on Hwy 59.  Go east 1.4 miles on Co Hwy 4.  Go N .75 miles on 220th Ave. to site.,DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,natural,-96.031718,46.612376
WAS00640,Norway Lake North Public Water Access Site,From the City of Pine River Take Hwy 84 to Indian Trail Lane,Chickamaw Beach City,0,0,1,0,2,0,,1,concrete slab,-94.401337,46.742385
WAS00641,"Leech Lake, Sucker Bay Public Water Access Site",Take Hwy 2 to Sucker Bay Rd NW and go south to North Shore Drive NW turn right access ahead on left.,DNR Division of Parks and Trails,2,1,1,0,15,0,asphalt,2,concrete slab,-94.410738,47.27164
WAS00642,Long Lake Public Water Access Site,From Morris go 5 miles east on Co Hwy 1 to Lake Ave.  Go south 1.5 miles to site.,9-F Sportsmans Club,1,0,1,0,5,0,gravel,1,gravel,-95.799658,45.585792
WAS00643,North Turtle Lake Public Water Access Site,"From Underwood take Co Rd 35 north for .5 miles to 310th Ave.  Go east, then north on 310th.  Road curves again to east and becomes 240th St.  Go 1.5 miles east to site.",DNR Division of Parks and Trails,1,1,1,0,15,0,asphalt,1,concrete slab,-95.809301,46.312151
WAS00644,"Minnesota River, Hwy 4 Public Water Access Site",On Hwy 4 5.8 miles south of Fairfax.,DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,concrete slab,-94.716657,44.434027
WAS00645,"Minnesota River, Henderson Station Public Water Access Site","At Henderson Station on Highway 34 and MN Highway  #19, on the Minnesota River.",Le Sueur County,0,1,1,0,0,6,natural,1,natural,-93.88628,44.524418
WAS00646,"Minnesota Lake, City Park Public Water Access Site","On W Lake Ave in Minnesota Lake.
Has been unusable for several years low and vegatation.",Faribault County,0,0,1,0,10,0,natural,1,concrete slab,-93.836317,43.840345
WAS00647,"Minnesota River, Traverse des Sioux Park Public Water Access Site",In St Peter off of US 169 and Dodd Rd,DNR Division of Parks and Trails,0,0,1,0,0,5,,0,natural,-93.941565,44.352263
WAS00648,Maple River Public Water Access Site,.5 mi E of Good Thunder on CSAH 10.,Blue Earth County,0,0,1,0,5,6,gravel,1,natural,-94.057093,44.003305
WAS00649,Marion Lake (E) Public Water Access Site,4.5 mi N of Brownton to E shore.,McLeod County,2,0,1,0,15,0,asphalt,2,concrete slab,-94.381794,44.789573
WAS00650,Otter Lake (W) Public Water Access Site,"In southwest Hutchinson, south of MN Highway #22, on the east shore of Otter Lake.",City of Hutchinson,1,1,1,0,15,0,,1,natural,-94.413711,44.8784
WAS00651,Otter Lake (E) Public Water Access Site,On the west side of Hutchinson.,City of Hutchinson,0,0,1,0,0,0,gravel,1,concrete slab,-94.389958,44.892678
WAS00652,Jefferson Lake (SW) Public Water Access Site,"6 miles southeast of Cleveland, on County Road 15, north of the channel, on the east shore of Jefferson Lake.",Le Sueur County,0,1,1,0,0,10,gravel,0,natural,-93.830865,44.268342
WAS00653,Lake Wilson Public Water Access Site,In Lake Wilson off of Lincoln Ave.,City of Lake Wilson,1,0,1,0,5,5,gravel,1,concrete slab,-95.951399,43.995921
WAS00654,"Lake Benton, Norwegian Creek (N) Public Water Access Site","From US-75 just north of Lake Benton, follow CR 124 east for 1.7 miles to the access.",Lincoln County,1,1,1,0,12,8,gravel,1,concrete slab,-96.257911,44.292281
WAS00655,"North Heron Lake, Jack Creek Public Water Access Site",Follow 380th Ave south out of Heron Lake for 0.7 miles fo 890th St.  Follow 890th St east for 0.7 miles fo 388th Ave.  Take 388th Ave south for 0.6 miles to the access.,DNR Division of Parks and Trails,0,0,1,0,8,5,gravel,1,concrete slab,-95.299182,43.767553
WAS00656,Kinbrae Lake Public Water Access Site,In Kinbrae off of 120th St.,"Dundee Sportmans Club, Nobles County",0,0,1,0,4,0,natural,1,gravel,-95.483541,43.824188
WAS00657,"Lake Benton, Crows Nest Public Water Access Site",Head north from US-14 on 220th Ave for 1 mile to 160th St.  Follow 160th St east for 0.5 miles to access road.,DNR Division of Parks and Trails,0,0,1,0,2,4,natural,0,natural,-96.211138,44.291446
WAS00658,Kansas Lake Public Water Access Site,"6 miles southwest of Saint James, on county Road 131, on the north shore of Kansas Lake.",Watonwan County,1,1,1,0,15,6,asphalt,1,concrete slab,-94.702144,43.919825
WAS00659,Okabena Lake (W) Public Water Access Site,"In Worthington, on W shore.",City of Worthington,1,1,1,0,15,0,natural,2,concrete slab,-95.63447,43.61022
WAS00660,Okabena Lake (E) Public Water Access Site,"0.5 miles from the city of Okabena, on the South Shore Drive, on Okabena Lake.",City of Okabena,1,0,1,0,0,0,gravel,1,concrete slab,-95.601191,43.614427
WAS00661,Okabena Lake (N) Public Water Access Site,"1 mile from Worthington, on West Lake Avenue, on the northwest shore of Okabena Lake.",City of Worthington,1,0,1,0,0,0,asphalt,1,concrete slab,-95.617874,43.622867
WAS00662,Ocheda Lake (E) Public Water Access Site,2 mi S of Worthington on Cnty Rd 5 to E shore of middle section of lake.,Nobles County,0,0,1,0,20,0,gravel,1,concrete slab,-95.573922,43.576642
WAS00663,Maria Lake Public Water Access Site,15 mi NW of Slayton to NE shore.,DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,concrete slab,-95.804714,44.178402
WAS00664,Pierce Lake Public Water Access Site,3.5 mi SW of Fairmont to E shore.,DNR Division of Parks and Trails,0,0,1,0,5,0,natural,1,natural,-94.552553,43.601387
WAS00665,Island Lake Public Water Access Site,7 mi NW of Russell to NW shore.,DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-96.0126,44.383367
WAS00666,Lake Benton (SW) Public Water Access Site,In the city of Lake Benton on the S shore.,DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab,-96.285123,44.264002
WAS00667,Oak Lake Public Water Access Site,"5 miles north of Ivanhoe, on the north shore of the west side of Twin Lake, off County Road 5.",DNR Division of Parks and Trails,0,0,1,0,8,6,natural,1,concrete slab,-96.237344,44.537565
WAS00668,Mountain Lake (W) Public Water Access Site,2 mi NW of the city of Mountain Lake off Cnty Rd 44 on S shore.,DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,concrete slab,-94.958495,43.945591
WAS00669,Klinker Marsh Public Water Access Site,8 mi NW of the city of Lake Wilson to SW shore.,DNR Division of Fish and Wildlife,0,0,1,0,0,5,natural,0,natural,-96.003843,44.085047
WAS00670,"Minnesota River, Morton Access Public Water Access Site",Off of US 71 just west of Morton.,DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab,-95.00225,44.542694
WAS00671,Lady Slipper Lake Public Water Access Site,Take CR 75 east out of Cottonwood for 2 miles to 330th Ave.  Head south on 330th Ave for 2.1 miles to the access.,DNR Division of Fish and Wildlife,1,0,1,0,5,4,gravel,1,concrete slab,-95.621675,44.572659
WAS00672,"Lake Benton, Showboat Public Water Access Site","From US-14, just east of Lake Benton, follow CR 108 north for 0.5 miles to the access.",DNR Division of Parks and Trails,0,0,1,0,0,15,gravel,0,natural,-96.258965,44.27029
WAS00673,Mountain Lake (E) Public Water Access Site,"At W edge of City of Mountain Lake, from MN Hwy 60 N .75 mi on Golf Course Road, on SE shore.",City of Mountain Lake,1,1,1,0,22,0,asphalt,1,concrete slab,-94.937578,43.950888
WAS00674,Oaks Lake Public Water Access Site,5 mi N of Dundee off CSAH 7 on S shore.,DNR Division of Fish and Wildlife,0,0,1,0,0,3,natural,1,natural,-95.435863,43.916407
WAS00675,Loon Lake (E) Public Water Access Site,"From US-71, 6.4 miles south of Jackson, take Hwy 4 west for 5.2 miles to the access.",Jackson County,1,0,1,0,6,0,gravel,1,concrete slab,-95.099354,43.525536
WAS00676,Pearl Lake (W) Public Water Access Site,10 mi W of Petersburg off Cnty Rd 4 to the SW shore.,Jackson County,0,0,1,0,5,0,gravel,1,concrete slab,-95.120504,43.526093
WAS00677,Lime Lake (S) Public Water Access Site,"0.5 miles west of Highway 59, through the city of Avoca, on Lime Lake.",Murray County,1,1,1,0,15,10,gravel,1,concrete slab,-95.662921,43.945721
WAS00678,Lime Lake (NE) Public Water Access Site,"In Avoca, on W side of US Hwy 59 to NE shore.",DNR Division of Parks and Trails,1,1,1,0,5,0,asphalt,1,concrete slab,-95.650078,43.953846
WAS00679,Little Wolf Lake Public Water Access Site,From CR 15 6 miles south of Dassel follow 170th St west for 0.4 miles to the access.,DNR Division of Parks and Trails,1,0,1,0,0,0,natural,1,concrete slab,-94.304321,44.994357
WAS00680,Manuella Lake Public Water Access Site,3 mi SW of Darwin to E shore.,DNR Division of Parks and Trails,1,1,1,0,20,0,asphalt,1,concrete slab,-94.436857,45.056433
WAS00681,"North Fork Crow River, Manannah Public Water Access Site","From Hwy 22 5.2 miles south of Eden Valley, follow Hwy 3 west for 3.5 miles to Csah 30.  Take Csah 30 north for 0.1 miles to the access.",DNR Division of Parks and Trails,0,0,1,0,6,0,asphalt,1,gravel,-94.614673,45.2538
WAS00682,Little Mud Lake Public Water Access Site,2.5 mi S of Watkins to W shore.,DNR Division of Parks and Trails,1,0,1,0,20,0,gravel,1,concrete slab,-94.432675,45.275157
WAS00683,Little Swan Lake Public Water Access Site,3 mi N of Dassel to E shore.,DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,concrete slab,-94.295077,45.131871
WAS00684,Jennie Lake (N) Public Water Access Site,"From CR 15 5.6 miles south of Dassel, take 185th St east for 1 mile to 705th Ave.  Follow 705th Ave south for 0.2 miles to 183rd St.  Head east on 183rd St for 0.6 miles to the access.",DNR Division of Parks and Trails,1,0,1,0,0,0,gravel,1,concrete slab,-94.336153,45.011899
WAS00685,"Minnesota River, Skalbekken Public Water Access Site",Off of Hwy 10 neat Upper Sioux Agency State Park.,Renville County,0,1,1,0,0,2,natural,1,natural,-95.419445,44.731727
WAS00686,"Minnesota River, Renville Co Pk #2 Public Water Access Site",Off of Hwy 6 just north of Redwood-Renville county line.,Renville County,0,0,1,0,6,0,natural,1,concrete slab,-95.239055,44.660921
WAS00687,"North Fork Crow River, Kingston Public Water Access Site",1 miles west of Kingston on CR 27,Meeker County,0,1,1,0,10,0,gravel,1,gravel,-94.32722,45.195028
WAS00688,"North Fork Crow River, Highway 22 Public Water Access Site",4 mi S of Eden Valley on Mn Hwy 22.,DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,gravel,-94.545763,45.251946
WAS00689,Long Lake Public Water Access Site,2.5 mi S of Grove City to W shore.,DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,gravel,-94.681018,45.108602
WAS00690,Long Lake Public Water Access Site,"0.5 miles north of Dassel, 0.33 miles east of CSAH 4, on the south shore of Long Lake.",Meeker County,0,0,1,0,10,0,gravel,1,concrete slab,-94.301983,45.096427
WAS00691,Oliver Lake East Public Water Access Site,Head north from US 12 for 4.5 miles to access.,DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab,-96.029312,45.345254
WAS00692,"Minnesota River, War Memorial City Park Public Water Access Site",.5 mi SE of the city of Granite Falls on Mn Hwy 67 to S bank,City of Granite Falls,1,1,1,0,5,0,asphalt,1,concrete slab,-95.539143,44.801585
WAS00693,"Minnesota River, Upper Sioux Agency SPK Public Water Access Site","In Upper Sioux Agency State Park, 6.5 mi SE of Granite Falls, to S bank.",DNR Division of Parks and Trails,0,1,1,0,5,0,natural,1,concrete slab,-95.457098,44.740336
WAS00694,"Minnesota River, Kinney Public Water Access Site",Follow CR 67 south out of Granite Falls for 2.6 miles to the access.,DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab,-95.531248,44.774121
WAS00695,John's Lake Public Water Access Site,3 mi W of Porter.,"Watershed Dstr,Yellow Medicine",0,0,1,0,5,0,natural,1,concrete slab,-96.227805,44.642638
WAS00696,"Minnesota River, Marsh Lake Public Water Access Site","4 mi SW of Appleton, just below Marsh Lake Dam.",U.S. Army Corps of Engineers,0,1,1,0,0,20,asphalt,1,natural,-96.093608,45.171076
WAS00697,"Monson Lake, Monson Lake SPK Public Water Access Site","From CR 9, 1.9 miles west of Sunberg, follow CR 95 south for 3 miles into Monson Lake Memorial State Park.  Access is on the southern side of the lake.",DNR Division of Parks and Trails,1,1,1,0,10,0,natural,1,concrete slab,-95.277825,45.319709
WAS00698,"Marsh Lake, Correll Landing Public Water Access Site",2 mi S of Correll on NE shore.,DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab,-96.166779,45.213691
WAS00699,"Minnesota River, Odessa Public Water Access Site",.5 mi S of Odessa on CSAH 19.,U.S. Fish and Wildlife Service,0,0,1,0,6,0,gravel,1,natural,-96.339436,45.256465
WAS00701,"Lac Qui Parle Lake, SPK (NW) Public Water Access Site",10 mi NW of Montevideo in Lac Qui Parle State Park.,DNR Division of Parks and Trails,1,1,1,0,10,0,asphalt,1,concrete slab,-95.902796,45.033738
WAS00702,"Marsh Lake, Cement Bridge Public Water Access Site",3.5 mi NW of Louisburg on NW shore.,DNR Division of Parks and Trails,0,0,1,0,8,0,gravel,1,gravel,-96.196095,45.202886
WAS00703,"Minnesota River, Twin Bridges Public Water Access Site",3 mi SW of Appleton off MN Hwy 119,DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-96.056876,45.156515
WAS00704,"Lac Qui Parle Lake, WMA (W) Public Water Access Site","5 mi N of Dawson on Cnty Rd 25, then 9 mi N and E on Mn Hwy 40, then .75 mi S on Cnty Rd 33, to W shore.",DNR Division of Fish and Wildlife,0,0,0,0,0,0,,1,natural,-95.977783,45.088784
WAS00705,"Lac qui Parle Lake, Hantho Landing Public Water Access Site",1.6 miles east of Hwy 119 on CR 68.,DNR Division of Parks and Trails,1,1,1,0,20,0,gravel,2,concrete slab,-96.028452,45.124088
WAS00706,"Middle Fork Crow River, Mill Pond Public Water Access Site",In New London on E side of Cnty Rd 9.,DNR Division of Parks and Trails,1,0,1,0,11,0,asphalt,1,concrete slab,-94.943778,45.299498
WAS00707,Nest Lake (E) Public Water Access Site,2 mi N of Spicer on Mn Hwy 23 to NE shore.,DNR Division of Parks and Trails,1,1,1,0,15,10,asphalt,2,concrete slab,-94.945309,45.264233
WAS00708,Norway Lake (S) Public Water Access Site,"7.75 mi W of New London on Cnty Rd 40, then N and W on access road to S shore.",DNR Division of Parks and Trails,2,2,1,0,32,0,asphalt,2,concrete slab,-95.108208,45.304496
WAS00709,Mud Lake Public Water Access Site,"3 mi N of New London on Cnty Rd 9, then 1 mi W on Cnty Rd 33, then S on access road to N shore.",DNR Division of Parks and Trails,0,0,1,0,8,0,natural,1,concrete slab,-94.951307,45.348537
WAS00710,"Middle Fork Crow River, Co Rd 9 Public Water Access Site",1 mi N of New London on W side of Cnty Rd 9.,Kandiyohi County,1,0,1,0,8,0,natural,1,concrete slab,-94.937388,45.309888
WAS00711,"Long Lake, Berg Beach Public Water Access Site",4 mi NW of Willmar to S shore.,DNR Division of Parks and Trails,1,0,1,0,20,0,asphalt,2,concrete slab,-95.043083,45.186459
WAS00712,Long Lake (N) Public Water Access Site,"4 mi N of Willmar on US Hwy 71, then .5 mi W on Cnty Rd 27, then S on an access road to NE shore.",DNR Division of Parks and Trails,2,1,1,0,15,0,gravel,2,concrete slab,-95.012119,45.211674
WAS00713,Nest Lake (W) Public Water Access Site,"2 mi W of Spicer on Cnty Rd 10, the 1.5 mi N on Cnty Rd 9 to SW shore.",DNR Division of Parks and Trails,1,1,1,0,33,0,gravel,1,concrete slab,-94.984959,45.257974
WAS00714,Pike Bay (S) Public Water Access Site,"3.5 mile south of city of Cass Lake, off MN Highway #371, on Pike Bay Loop Road, on south shore.",U.S. Forest Service,0,0,1,0,5,10,natural,1,,-94.58799,47.329995
WAS00715,Lawrence Lake Public Water Access Site,"In Outing, .25 mile East of MN Hwy. 6 on Cass Co. Rd. #58.",City of Outing,1,1,1,0,12,0,gravel,1,concrete slab,-93.939107,46.819714
WAS00717,Island Lake Public Water Access Site,Take CR 7 east out of Inguadona for 3.7 miles to CR 55.  Follow CR 55 south for 2.9 miles to the access.,DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-94.057744,46.926643
WAS00718,"Leech Lake, Walker City Park Public Water Access Site","In Walker, in City Park on south shore of Walker Bay of Leech Lake.",City of Walker,5,2,1,0,50,12,asphalt,2,concrete slab,-94.572851,47.101575
WAS00719,"Leech Lake, Shingobee Island Public Water Access Site","2.5 miles south of Walker, off MN Highway #371, on south shore of Leech Lake, Shingobee Island.",DNR Division of Parks and Trails,0,1,1,2,11,7,asphalt,1,concrete slab,-94.564084,47.063786
