Site ID,Site Name,Directions to Site,Site Coordinates,Administrator of Site,Number of Docks,Number of Restrooms,Number of Parking Lots,Number of Accessible Spaces,Number of Trailer Spaces,Number of Vehicle Spaces,Parking Lot Surface,Number of Ramps,Ramp Surface
WAS00554,Sarah Lake Public Water Access Site,"2 mi S of Erskine on Cnty Rd 34, then 2.5 mi W on Cnty Rd 41, then 0.5 mi S to SW shore.","[-96.044344, 47.60799]",DNR Division of Parks and Trails,1,1,1,0,14,20,gravel,1,concrete slab
WAS00555,Little Pickerel Public Water Access Site,"From Ottertail, go west 1 mile on Hwy 108 to Co Rd 55.  Go south 2.5 miles to site.","[-95.572405, 46.390341]",DNR Division of Parks and Trails,0,0,1,0,4,0,gravel,1,gravel
WAS00556,North Double Lake Public Water Access Site,"3 miles west of Westbrook on state highway 30, then 1 1/2 miles north","[-95.380713, 44.059744]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS00557,Lake Sarah Public Water Access Site,"9mi. north of Slayton on Hwy 59, then 2.5 mi. west on co. rd. 16, then 1.5 mi. north on cy. rd 30, then 1/2 mi. east on access road to laks","[-95.783978, 44.156776]",DNR Division of Parks and Trails,1,0,1,0,12,5,asphalt,1,concrete slab
WAS00558,"Otter Tail River, Taplin Gorge/Friberg Dam Public Water Access Site","From Elizabeth, MN go east 4.5 miles on Co Hwy 10 to 215th Ave.  Go North for 1 mile to 290th St.   Go east for 1 mile to Taplin Gorge/Friberg Dam parking area.","[-96.020619, 46.382619]",Otter Tail Power,0,0,1,0,0,5,gravel,1,concrete slab
WAS00559,"Otter Tail River, Phelps Mill Public Water Access Site","From Maine, MN go south on Co Hwy 45 (becomes 295th St. and Phelps Mill Rd.)  for 2.5 miles to Phelps Mill Park.  Parking lot north of dam and mill.","[-95.821009, 46.382159]",Otter Tail County,0,1,1,0,0,50,asphalt,1,natural
WAS00560,"Mississippi River, Wilson Park Public Water Access Site","In the city of St Cloud, located in Wilson Park on the east bank of the river at the jct of Riverside Dr and 7th St NE.","[-94.160738, 45.569336]",City of St. Cloud,1,1,1,0,12,0,gravel,2,concrete slab
WAS00561,"Kettle River, Sandstone Public Water Access Site",In Sandstone on N side of MN Hwy 123 on W bank river.,"[-92.857372, 46.133105]",City of Phelps,0,1,1,0,5,20,asphalt,1,concrete slab
WAS00562,Little Iron Public Water Access Site,North of Grand Marias off the Gunflint Trail,"[-90.643574, 48.069324]",U.S. Forest Service,0,0,1,0,0,3,gravel,0,natural
WAS00563,Leora Public Water Access Site,"US Hwy 53, East on Co Rd 49 (Three Lakes Road) small roadside access","[-92.408249, 47.096838]",St. Louis County,0,0,1,0,0,0,natural,1,natural
WAS00564,Island River Public Water Access Site,"5.5 miles northwest of Sawbill Landing, just west of Forest Route 377, on the north shore of the Island River.","[-91.320053, 47.791142]",U.S. Forest Service,0,0,1,0,0,12,gravel,1,gravel
WAS00565,Moore Lake Public Water Access Site,"15 miles north of Lutsen, off Forest Road 165, on the north shore of Moore Lake.","[-90.789256, 47.835876]",U.S. Forest Service,0,0,1,0,2,0,natural,1,natural
WAS00566,"Lake Superior, Hovland Public Water Access Site","In the city of Hovland, on Lake Superior.","[-89.969997, 47.838949]",Cook County,0,0,1,0,0,0,gravel,1,concrete slab
WAS00567,Mcdonald Lake Public Water Access Site,"15 miles north of Grand Marais, off Forest Road 153, on the north shore of McDonald Lake.","[-90.526879, 47.86379]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS00568,Lichen Lake Public Water Access Site,"16 miles north of Lutsen, off Forest Road 165, on the northwest shore of Lichen Lake.","[-90.734184, 47.84452]",U.S. Forest Service,0,0,1,0,0,5,,1,natural
WAS00569,Larch Creek Public Water Access Site,"51 miles north of Grand Marais on County Road 12, on the north bank of Larch Creek.","[-90.840107, 48.120817]",U.S. Forest Service,0,0,1,0,0,3,,1,natural
WAS00570,Mayhew Lake Public Water Access Site,"34 miles north of Grand Marais, off County Road 12, on the east shore of Mayhew Lake.","[-90.569389, 48.075633]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS00571,Pine Creek Public Water Access Site,"10 miles north of Grand Marais, off County Road 27 on Forest Road 1365, on the south shore.","[-90.406698, 47.895212]",U.S. Forest Service,0,0,1,0,0,4,,1,natural
WAS00572,Mink Lake Public Water Access Site,"10 miles northeast of Grand Marais, off Forest Road 140, on the east shore of Mink Lake.","[-90.218178, 47.867179]",U.S. Forest Service,0,0,1,0,0,20,natural,1,natural
WAS00573,"Lake Superior, Silver Bay Safe Harbor Public Water Access Site",1.2 mi S of the city of Silver Bay on Lake Superior.,"[-91.276244, 47.270381]",DNR Division of Parks and Trails,2,2,1,0,25,3,asphalt,3,concrete slab
WAS00574,Partridge Lake Public Water Access Site,"3 miles north of Garrison on the east shore of Partridge Lake, Greenwood Isle Rd.","[-93.833862, 46.350038]",City of Garrison,0,0,0,0,0,0,,1,natural
WAS00575,Paradise Lake Public Water Access Site,Take Hwy 4 north for 12 miles out of Duluth to Normanna Rd.  Follow Normanna Rd for 5.7 miles to Pequaywan Lake Rd.  Take Pequaywan Lake Rd. for 4.3 miles to Co Rd 266.  Follow Co Rd 266 for 5.7 miles to Paradise Lake Rd.,"[-91.881489, 47.073192]",Alden Township,0,0,1,0,0,0,natural,0,
WAS00576,"Island Lake, Dam Site Public Water Access Site","15 miles north of Duluth, off CSAH 4, on the north bank of the Cloquet River.","[-92.223058, 46.990939]",Minnesota Power,1,1,1,0,20,5,gravel,2,concrete slab
WAS00577,"Island River, Comfort Lake (S) Public Water Access Site",From Hwy 1 in Isabella follow Wanless Rd east for 5.9 miles to Dumbbell Rd.  Follow Dumbbell Rd north for 9 miles to Lake 29 Rd.  Follow Lake 29 Rd for 2.5 miles to access.,"[-91.222945, 47.764956]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS00578,Mud Hen Lake Public Water Access Site,"Approximately 11.5 mi S of Biwabik on Cnty Rd 4, then 1 mi S on Cnty Rd 609, then 0.5 mi W on Cnty Rd 16 to N shore.","[-92.304854, 47.36958]",DNR Division of Parks and Trails,0,0,1,0,6,2,gravel,1,gravel
WAS00579,Otto Lake Public Water Access Site,"15 miles southeast of the City of Hoyt Lakes, off Forest Route 416, on the east shore of Otto Lake.","[-91.973292, 47.32305]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS00580,"Morcom Lake, Paleface Creek Public Water Access Site","0.5 mi N of Melrude on Cnty Rd 322, then 2 mi E on Cnty Rd 641, then NE to SW shore.","[-92.366622, 47.24831]",DNR Division of Parks and Trails,0,1,1,0,6,0,gravel,1,concrete slab
WAS00581,Olson Lake Public Water Access Site,"9 mi N of Hermantown on Cnty Rd 48, then 1 mi E on Cnty Rd 43 to S shore.","[-92.201618, 46.974389]",DNR Division of Parks and Trails,0,0,1,0,3,0,gravel,1,concrete slab
WAS00582,Little Wilson Lake Public Water Access Site,14 miles northwest of Schroeder.,"[-91.064526, 47.658699]",U.S. Forest Service,0,0,1,0,1,0,gravel,1,gravel
WAS00583,"Vermilion Lake, Polley Road Public Water Access Site",West on Hwy 1 from Tower for 4.2 miles.  North on Hwy 77 for 5.8 miles.  West on Co Rd 115 for 8.5 miles.  North on Wakely Rd for 2.7 miles.  East on Beatty Rd for 1.8 miles.  North on Polley Rd to access.,"[-92.554028, 47.899272]",DNR Division of Parks and Trails,1,0,1,0,0,0,gravel,1,concrete slab
WAS00584,"Vermilion Lake, Moccasin Point Public Water Access Site",From Intersections of State Road 169 and County Road 77 follow CR 77 to Moccasin Point Road,"[-92.378635, 47.889439]",DNR Division of Parks and Trails,5,1,1,0,25,15,grass over gravel,2,concrete slab
WAS00585,"Pelican Lake, Saunders Bay Public Water Access Site",From US 53 south of Orr follow Nett Lake Rd west for 1.5 miles to the access.,"[-92.863929, 48.032604]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS00586,Sauk Lake (S) Public Water Access Site,"In Sauk Centre, in the Sinclair Lewis Municipal Park on the southwestshore of Sauk Lake.","[-94.957832, 45.739794]",City of Sauk Centre,1,1,1,0,20,8,asphalt,1,concrete slab
WAS00587,"Sauk River, Melrose Public Water Access Site","On the east side of Melrose, in the city park below the dam, left bank.","[-94.806606, 45.675308]",City of Melrose,0,0,1,0,8,4,gravel,1,natural
WAS00588,Rice/Skunk Lake Public Water Access Site,"2 miles South of Little Falls on US Hwy. 10, then 4 miles East on Morrison Co. Rd. #35, then 0.5 mile North on Morrison Co. Rd. #256; on West bank, above the dam.","[-94.252787, 45.941762]",DNR Division of Fish and Wildlife,0,0,1,0,10,0,gravel,1,gravel
WAS00589,Ramsey Lake Public Water Access Site,"1.5 mi S of the city of Maple Lake on Cnty Rd 8, to SE shore.","[-93.991869, 45.204052]",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab
WAS00590,"Platte River, McGonagle Park Public Water Access Site","In Royalton, in Memorial Park, on the east bank of the Platte River.","[-94.286508, 45.829605]",City of Royalton,0,1,1,0,0,6,gravel,1,natural
WAS00591,White Iron Lake Public Water Access Site,"2 mi E of Ely on Mn Hwy 169, then 2 mi S on Cnty Rd 16, then S on Twp Rd to NW shore.","[-91.788021, 47.895904]",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab
WAS00592,"Vermilion Lake, Pederson Landing (Wakemup Bay) Public Water Access Site","2.5 mi N of Cook on Cnty Rd 24, then 3 mi E on Cty Rd 78, then 1 mi N on Cnty Rd 478 to S shore.","[-92.58691, 47.903184]",DNR Division of Parks and Trails,2,1,1,0,18,0,gravel,2,concrete slab
WAS00593,"Vermilion Lake, Head o Lakes Public Water Access Site",Take Vermilion Dr north from Cook for 7.2 miles to access.,"[-92.662535, 47.948615]",DNR Division of Parks and Trails,1,1,1,0,10,0,asphalt,1,concrete slab
WAS00594,"Vermilion River, Co Rd 24 Public Water Access Site","3 mi SE of Buyck on Cnty Rd 24, to W bank and CCC campsite.","[-92.485855, 48.072042]",DNR Division of Parks and Trails,0,2,1,0,0,6,gravel,0,natural
WAS00595,"Vermilion River,Shivley Falls Public Water Access Site",Take Vermilion Dr north from Cook for 9.3 miles to Crane Lake Rd.  Follow Crane Lake Rd/Co Rd 24 for 8 miles to Co Rd 422.  Follow Co Rd 422 for 2.4 miles to River Richard Rd.  Follow River Richard Rd to access,"[-92.466098, 47.969876]",DNR Division of Parks and Trails,0,0,1,0,0,8,gravel,0,natural
WAS00596,"Vermilion Lake, Hoodoo Public Water Access Site","1 mile north of Tower, on the south side of Hoodoo Point on Vermilion Lake.","[-92.295468, 47.816815]",City of Tower,1,0,1,0,5,0,gravel,1,concrete slab
WAS00598,Stingy Lake Public Water Access Site,From Hwy 55 follow CR 554 northwest for 1.8 miles to the access.,"[-93.119446, 47.592023]",DNR Division of Parks and Trails,1,0,1,0,5,0,,1,concrete slab
WAS00599,Snowbank Lake Public Water Access Site,18.5 mi NE of Winton on Fernberg Rd to S shore.,"[-91.432267, 47.971296]",U.S. Forest Service,1,1,1,0,15,0,gravel,1,concrete slab
WAS00600,Silver Lake Public Water Access Site,"5.5 mi S of Biwabik on Cnty Rd 4, then 1 mi E on Cnty Rd 525 to SW shore.","[-92.32107, 47.458675]",DNR Division of Parks and Trails,0,0,1,0,2,0,natural,1,gravel
WAS00601,"Shagawa Lake, Sandy Point Public Water Access Site","On the north edge of Ely, just east of Grand Ely Lodge and north of Miners Lake.","[-91.857074, 47.914726]",DNR Division of Parks and Trails,2,1,1,0,18,0,asphalt,2,concrete slab
WAS00602,"Rainy Lake, Tilson Public Water Access Site","5.5 mi E of Ranier on Mn Hwy 11, next to Tilson Creek.","[-93.234284, 48.598751]",DNR Division of Parks and Trails,1,1,1,0,20,16,asphalt,2,concrete slab
WAS00603,Pleasant Lake Public Water Access Site,"7 mi S of Virginia on US Hwy 53, then 2 mi E on Cnty Rd 95, then S on access road to N shore.","[-92.479523, 47.398465]",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab
WAS00604,"Vermilion Lake, Frazer Bay Public Water Access Site","Approximately 8 mi E of Cook on Mn Hwy 1, then 4 mi E on Cnty Rd 418, to Frazer Bay on S shore.","[-92.46972, 47.866613]",DNR Division of Parks and Trails,1,1,1,0,24,0,natural,2,concrete slab
WAS00605,Rat Root River Public Water Access Site,"3 miles east of Ericsburg, off County Road 119, on the east fork of the Rat/Root River.","[-93.263945, 48.489306]",DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,concrete slab
WAS00606,Stub Lake Public Water Access Site,Follow Hwy 169/Co Rd 18 east out of Winton for 5 miles and turn left onto forest road.,"[-91.703619, 47.942084]",DNR Division of Parks and Trails,0,0,1,0,0,4,natural,0,
WAS00607,"Vermilion River, Holmes Creek Public Water Access Site","6 mi S of the city of Crane Lake on Cnty Rd 24, then 4.5 mi W on GoldMine Rd to Holmes Creek.","[-92.577478, 48.235168]",DNR Division of Parks and Trails,0,0,1,0,10,4,gravel,1,gravel
WAS00608,Susan Lake Public Water Access Site,Take Vermilion Dr north from Cook for 9.3 miles to Crane Lake Rd.  Follow Crane Lake Rd for 0.5 miles to access.,"[-92.66022, 47.976239]",DNR Division of Parks and Trails,0,0,0,0,0,0,,0,
WAS00609,"St. Louis River, Paupores Public Water Access Site",From US 2 follow Nygaard Rd north for 1.5 miles to the access.,"[-92.765221, 46.874103]",DNR Division of Parks and Trails,0,0,1,0,3,0,gravel,1,concrete slab
WAS00610,Trout Lake (N) Public Water Access Site,In Coleraine off of Roosevelt St.,"[-93.419253, 47.288006]",City of Coleraine,1,1,1,0,17,0,asphalt,2,concrete slab
WAS00611,Snaptail Lake Public Water Access Site,From US 169 in Taconite follow Hwy 7 north for 12 miles to Hwy 50.  Follow Hwy 50 west for 0.8 miles to the access.,"[-93.381934, 47.462236]",DNR Division of Parks and Trails,0,0,1,0,1,0,gravel,1,natural
WAS00612,Twin Lake Public Water Access Site,"0.5 mi S of Marble on Cnty Rd 69, then .25 mi W to N shore.","[-93.311557, 47.30894]",City of Marble,1,0,1,0,15,0,asphalt,1,concrete slab
WAS00613,"St. Louis River, Zim Public Water Access Site","6 mi S of Eveleth on US Hwy 53, then 4 mi W on Cnty Rd 16, then 4.5  mi S on Cnty Rd 7, then 3 mi W on Cnty Rd 27.","[-92.659524, 47.30593]",DNR Division of Parks and Trails,0,0,1,0,0,4,gravel,1,natural
WAS00614,"St. Louis River, Forbes Public Water Access Site","6 mi S of Eveleth on US Hwy 53, then 4 mi W on Cnty Rd 16, then 0.5 mi S on Cnty Rd 7 to S bank.","[-92.600752, 47.362157]",DNR Division of Parks and Trails,0,0,1,0,0,4,gravel,0,natural
WAS00615,"St. Louis River, Toivola Public Water Access Site",1 mi E of Toivola on Cnty Rd 52 to E bank.,"[-92.779261, 47.16725]",DNR Division of Parks and Trails,0,0,1,0,3,0,gravel,1,natural
WAS00616,Prairie Lake Public Water Access Site,10 mi S of Floodwood on Mn Hwy 73 to E shore.,"[-92.884647, 46.789087]",DNR Division of Parks and Trails,1,1,1,0,6,0,gravel,1,concrete slab
WAS00617,Teufer Lake Public Water Access Site,"3 miles east of Northome, on MN Highway #1.","[-94.218437, 47.869352]",Koochiching County,0,1,0,0,0,0,,1,gravel
WAS00618,Seretha Lake Public Water Access Site,"7 miles northeast of Mizpah, on US Highway #71, then 1 mile west.","[-94.102295, 48.008471]",Koochiching County,0,0,0,0,0,0,,1,gravel
WAS00619,Scooty Lake Public Water Access Site,"18 miles north of Taconite, off County Road 336, on the west shore of Scooty Lake.","[-93.307099, 47.574603]",Itasca County,0,0,1,0,2,0,,1,natural
WAS00620,Round Lake Public Water Access Site,"20 mi SE of Big Fork on Cnty Rd 7, then 3 mi N on Cnty Rd 52, then 1 mi E to N shore.","[-93.363844, 47.607062]",Itasca County,0,0,1,0,2,0,natural,1,concrete slab
WAS00621,Turtle Lake Public Water Access Site,"4.5 mi N of Marcell on Mn Hwy 38, then 3 mi W on Cnty Rd 43, then 1 mi S on State Forest Rd to NE shore.","[-93.722034, 47.639061]",DNR Division of Parks and Trails,1,0,1,0,3,0,gravel,1,concrete slab
WAS00622,Spider Lake Public Water Access Site,"24 mi N of Motley, 2 mi E on CSAH 20, Foothills State Forest, on NW shore of Spider Lake.","[-94.666105, 46.672398]",Cass County,1,0,1,0,6,0,gravel,1,concrete slab
WAS00623,Sylvan Lake Public Water Access Site,"3 mi W of Baxter on Hwy 210, then 3 mi N on Co Rd 18, then 0.5 mi N on Sylvan Rd.","[-94.372256, 46.374608]",DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab
WAS00624,South Twin Lake Public Water Access Site,4 miles Northeast of Menagha on Wadena Co. Rd. #21.,"[-95.034018, 46.803071]",DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,1,concrete slab
WAS00625,Stocking Lake Public Water Access Site,2 miles East of Menagha on Wadena Co. Rd. #17.,"[-95.061958, 46.75819]",DNR Division of Parks and Trails,1,1,1,0,18,0,gravel,1,concrete slab
WAS00626,Sugar Lake Public Water Access Site,"4 miles northeast of Remer on Mn Highway 6, then 4.5 miles north of Forest Road 2112, on west shore","[-93.85461, 47.153518]",U.S. Forest Service,0,0,1,0,10,0,,1,
WAS00627,Tidd Lake Public Water Access Site,"6 miles north of Remer, off County Road 52, on west shore of Tidd Lake.","[-93.955804, 47.147592]",U.S. Forest Service,0,0,1,0,2,0,grass over gravel,1,natural
WAS00628,Portage Lake Public Water Access Site,"5 mile west of Bena, off US Highway #2, on north shore of Portage Lake.","[-94.312315, 47.348025]",U.S. Forest Service,0,0,1,0,2,3,natural,1,concrete slab
WAS00629,Town Line Lake Public Water Access Site,13 mi W of Remer on Hwy 200 then 1 mi N on Cnty Rd 8 on W shore.,"[-94.222898, 47.069415]",DNR Division of Parks and Trails,1,0,1,0,4,0,gravel,1,concrete slab
WAS00630,Long Lake Public Water Access Site,Co Rd 63 to Co Rd 17,"[-93.631727, 47.225625]",Itasca County,0,0,1,0,2,0,natural,1,natural
WAS00631,Long Prairie River WMA Public Water Access Site,"7 miles North of Browerville off Todd Co. Rd 79, west bank of Long Prairie River","[-94.818487, 46.150264]",DNR Division of Fish and Wildlife,0,0,1,0,0,8,natural,0,natural
WAS00632,Little Eagle Lake Public Water Access Site,"Lind County Park, Armitage Ave, use Access for Eagle lake and folow trail to Litte Eagle Lake","[-93.906935, 45.288033]",DNR Division of Parks and Trails,0,0,1,0,2,0,natural,1,gravel
WAS00633,"Sauk River, Melrose Dam Public Water Access Site","In the City of Melrose, above dam on Mill Pond Reservior, left bank.","[-94.808419, 45.676449]",City of Melrose,0,0,1,0,0,5,gravel,1,natural
WAS00634,Lake Winona - west Public Water Access Site,Go west on W.Lake St off of Huff St. 3 blocks to parking lot.,"[-91.65638, 44.043518]",City of Winona,1,0,1,0,10,20,asphalt,1,concrete slab
WAS00635,"Lake Bronson State Park, East Campground Public Water Access Site",Follow road through park to east campground.  Ramp is on river.,"[-96.601641, 48.72427]",DNR Division of Parks and Trails,0,1,1,0,3,5,natural,1,concrete slab
WAS00636,"Mississippi River, 270th Street Public Water Access Site","From Bemidji, W on U.S. Hwy 2, S on Cty Hwy 2, then E on 270th St.","[-95.148025, 47.399025]",Hubbard County,0,0,1,0,0,2,natural,0,natural
